sales_id,customer_id,product_id,order_date_key,payment_method_id,store_id,location_id,order_status,quantity_sold,discount_applied
S9001,CUST1922,PROD137,D319,PM4,STORE1,LOC3,Completed,3,8.23
S9002,CUST1820,PROD132,D97,PM2,STORE24,LOC22,Pending,3,26.54
S9003,CUST1842,PROD118,D220,PM3,STORE25,LOC38,Returned,3,18.97
S9004,CUST1031,PROD141,D21,PM5,STORE26,LOC34,Pending,2,23.47
S9005,CUST1128,PROD131,D168,PM3,STORE23,LOC31,Pending,1,5.07
S9006,CUST1105,PROD186,D95,PM3,STORE7,LOC16,Completed,4,20.03
S9007,CUST1215,PROD199,D332,PM2,STORE25,LOC3,Cancelled,3,27.39
S9008,CUST1431,PROD192,D292,PM1,STORE9,LOC1,Cancelled,3,21.9
S9009,CUST1526,PROD169,D141,PM2,STORE30,LOC19,Pending,4,15.3
S9010,CUST1657,PROD129,D273,PM5,STORE6,LOC40,Pending,2,15.79
S9011,CUST1228,PROD138,D69,PM4,STORE4,LOC32,Completed,2,2.26
S9012,CUST1470,PROD125,D242,PM5,STORE12,LOC1,Returned,1,11.12
S9013,CUST1041,PROD105,D333,PM3,STORE5,LOC38,Completed,2,19.15
S9014,CUST1283,PROD169,D129,PM2,STORE2,LOC23,Completed,4,2.25
S9015,CUST1575,PROD136,D128,PM1,STORE29,LOC8,Pending,1,28.29
S9016,CUST1243,PROD184,D281,PM5,STORE15,LOC43,Pending,3,12.03
S9017,CUST1416,PROD182,D101,PM5,STORE20,LOC18,Completed,1,20.46
S9018,CUST1017,PROD109,D227,PM5,STORE21,LOC22,Pending,1,8.19
S9019,CUST1560,PROD191,D185,PM1,STORE5,LOC31,Returned,4,26.92
S9020,CUST1811,PROD198,D283,PM4,STORE21,LOC25,Cancelled,4,23.02
S9021,CUST1512,PROD187,D361,PM4,STORE13,LOC14,Cancelled,3,20.74
S9022,CUST1934,PROD175,D330,PM2,STORE20,LOC41,Completed,1,21.97
S9023,CUST1123,PROD189,D52,PM5,STORE21,LOC34,Cancelled,4,1.38
S9024,CUST1244,PROD175,D278,PM3,STORE23,LOC27,Pending,3,25.53
S9025,CUST1480,PROD103,D267,PM5,STORE6,LOC2,Pending,3,1.84
S9026,CUST1703,PROD131,D308,PM2,STORE16,LOC10,Cancelled,3,23.88
S9027,CUST1979,PROD126,D185,PM5,STORE13,LOC40,Completed,2,6.97
S9028,CUST1904,PROD139,D209,PM1,STORE13,LOC9,Completed,2,20.62
S9029,CUST1226,PROD162,D263,PM5,STORE2,LOC24,Cancelled,2,4.36
S9030,CUST1283,PROD133,D14,PM1,STORE12,LOC10,Pending,3,21.36
S9031,CUST1361,PROD176,D33,PM3,STORE18,LOC44,Completed,3,12.74
S9032,CUST1206,PROD108,D168,PM4,STORE23,LOC29,Returned,3,23.93
S9033,CUST1745,PROD136,D47,PM2,STORE19,LOC42,Returned,3,29.64
S9034,CUST1018,PROD104,D114,PM3,STORE26,LOC25,Returned,1,17.63
S9035,CUST1787,PROD121,D98,PM1,STORE4,LOC19,Completed,2,19.97
S9036,CUST1071,PROD180,D320,PM4,STORE12,LOC36,Completed,2,21.04
S9037,CUST1492,PROD128,D332,PM5,STORE22,LOC24,Cancelled,2,18.18
S9038,CUST1371,PROD176,D241,PM1,STORE21,LOC23,Completed,4,13.99
S9039,CUST1756,PROD113,D88,PM2,STORE15,LOC39,Cancelled,3,25.91
S9040,CUST1453,PROD100,D83,PM5,STORE11,LOC38,Cancelled,1,6.53
S9041,CUST1059,PROD103,D288,PM1,STORE4,LOC46,Pending,3,1.75
S9042,CUST1569,PROD125,D51,PM5,STORE20,LOC41,Completed,3,10.17
S9043,CUST1979,PROD184,D152,PM5,STORE22,LOC17,Completed,4,14.97
S9044,CUST1140,PROD148,D124,PM5,STORE5,LOC29,Returned,1,27.23
S9045,CUST1360,PROD169,D52,PM4,STORE12,LOC35,Returned,3,28.23
S9046,CUST1512,PROD174,D92,PM2,STORE8,LOC24,Pending,1,16.64
S9047,CUST1796,PROD144,D261,PM4,STORE28,LOC7,Pending,1,26.57
S9048,CUST1124,PROD184,D20,PM5,STORE28,LOC21,Pending,4,11.63
S9049,CUST1495,PROD123,D266,PM4,STORE9,LOC24,Pending,3,11.45
S9050,CUST1783,PROD179,D89,PM2,STORE19,LOC5,Pending,3,16.79
S9051,CUST1720,PROD113,D347,PM3,STORE30,LOC7,Pending,3,1.94
S9052,CUST1367,PROD108,D357,PM3,STORE12,LOC9,Cancelled,2,10.93
S9053,CUST1604,PROD184,D347,PM1,STORE15,LOC11,Completed,2,15.91
S9054,CUST1917,PROD119,D51,PM3,STORE14,LOC16,Completed,3,20.63
S9055,CUST1958,PROD189,D4,PM5,STORE9,LOC36,Cancelled,4,24.8
S9056,CUST1001,PROD187,D27,PM4,STORE4,LOC5,Pending,4,4.87
S9057,CUST1215,PROD132,D62,PM3,STORE21,LOC27,Pending,1,8.49
S9058,CUST1361,PROD103,D282,PM2,STORE15,LOC48,Pending,4,21.17
S9059,CUST1464,PROD198,D338,PM5,STORE7,LOC8,Pending,2,2.16
S9060,CUST1603,PROD175,D73,PM1,STORE30,LOC13,Completed,3,20.51
S9061,CUST1771,PROD136,D272,PM2,STORE15,LOC5,Cancelled,1,14.48
S9062,CUST1934,PROD160,D136,PM4,STORE19,LOC5,Returned,3,22.39
S9063,CUST1405,PROD176,D281,PM5,STORE20,LOC12,Pending,1,15.52
S9064,CUST1973,PROD119,D79,PM5,STORE24,LOC31,Completed,2,5.26
S9065,CUST1750,PROD117,D312,PM4,STORE17,LOC45,Completed,2,25.76
S9066,CUST1378,PROD155,D140,PM3,STORE17,LOC31,Completed,1,3.77
S9067,CUST1267,PROD140,D365,PM5,STORE11,LOC35,Completed,2,4.72
S9068,CUST1411,PROD153,D268,PM4,STORE9,LOC38,Completed,4,3.74
S9069,CUST1091,PROD102,D145,PM4,STORE27,LOC33,Pending,1,9.55
S9070,CUST1733,PROD184,D248,PM3,STORE3,LOC10,Cancelled,2,19.25
S9071,CUST1108,PROD184,D317,PM5,STORE15,LOC42,Cancelled,3,4.06
S9072,CUST1526,PROD109,D325,PM1,STORE28,LOC35,Pending,1,14.03
S9073,CUST1777,PROD183,D187,PM4,STORE9,LOC1,Pending,2,17.29
S9074,CUST1693,PROD185,D68,PM5,STORE4,LOC31,Completed,1,18.74
S9075,CUST1608,PROD173,D160,PM1,STORE19,LOC17,Pending,2,18.61
S9076,CUST1462,PROD174,D92,PM2,STORE17,LOC20,Pending,2,24.08
S9077,CUST1287,PROD196,D267,PM4,STORE21,LOC44,Pending,2,18.45
S9078,CUST1769,PROD148,D268,PM3,STORE25,LOC23,Cancelled,3,14.86
S9079,CUST1863,PROD192,D269,PM5,STORE28,LOC16,Pending,2,28.79
S9080,CUST1852,PROD115,D328,PM2,STORE27,LOC13,Returned,2,7.78
S9081,CUST1186,PROD169,D256,PM3,STORE1,LOC8,Completed,1,12.68
S9082,CUST1421,PROD140,D211,PM4,STORE23,LOC35,Pending,3,29.59
S9083,CUST1210,PROD190,D223,PM5,STORE22,LOC43,Pending,4,8.25
S9084,CUST1755,PROD162,D296,PM1,STORE17,LOC16,Pending,4,17.62
S9085,CUST1793,PROD125,D186,PM2,STORE3,LOC37,Cancelled,3,21.77
S9086,CUST1906,PROD199,D220,PM2,STORE18,LOC1,Cancelled,3,29.39
S9087,CUST1850,PROD195,D171,PM2,STORE10,LOC28,Returned,1,19.71
S9088,CUST1256,PROD185,D91,PM4,STORE22,LOC32,Cancelled,2,9.77
S9089,CUST1944,PROD194,D210,PM3,STORE26,LOC9,Cancelled,2,7.41
S9090,CUST1407,PROD155,D179,PM4,STORE1,LOC28,Pending,1,4.8
S9091,CUST1965,PROD143,D142,PM2,STORE15,LOC37,Pending,2,3.13
S9092,CUST1744,PROD111,D226,PM4,STORE1,LOC24,Cancelled,4,21.59
S9093,CUST1279,PROD111,D137,PM5,STORE18,LOC38,Pending,2,3.94
S9094,CUST1451,PROD116,D244,PM4,STORE8,LOC8,Returned,2,21.84
S9095,CUST1470,PROD134,D105,PM4,STORE1,LOC46,Cancelled,4,24.93
S9096,CUST1369,PROD188,D236,PM4,STORE18,LOC45,Cancelled,2,22.91
S9097,CUST1272,PROD158,D72,PM5,STORE16,LOC29,Returned,3,25.39
S9098,CUST1637,PROD155,D165,PM3,STORE1,LOC27,Returned,4,0.02
S9099,CUST1886,PROD197,D14,PM3,STORE15,LOC32,Completed,2,27.75
S9100,CUST1029,PROD111,D264,PM3,STORE1,LOC17,Pending,1,15.05
S9101,CUST1232,PROD133,D312,PM5,STORE16,LOC26,Cancelled,4,10.82
S9102,CUST1011,PROD180,D314,PM1,STORE3,LOC3,Returned,4,11.28
S9103,CUST1924,PROD134,D245,PM3,STORE28,LOC24,Returned,4,12.09
S9104,CUST1228,PROD174,D42,PM3,STORE20,LOC3,Pending,2,14.07
S9105,CUST1780,PROD123,D19,PM2,STORE26,LOC5,Cancelled,3,2.76
S9106,CUST1131,PROD188,D343,PM1,STORE19,LOC47,Pending,3,25.35
S9107,CUST1230,PROD195,D7,PM3,STORE26,LOC47,Completed,2,26.86
S9108,CUST1048,PROD114,D290,PM1,STORE7,LOC39,Cancelled,3,18.35
S9109,CUST1405,PROD143,D289,PM5,STORE13,LOC31,Pending,2,20.74
S9110,CUST1443,PROD114,D129,PM2,STORE26,LOC5,Returned,3,4.27
S9111,CUST1542,PROD129,D343,PM3,STORE3,LOC13,Returned,2,24.77
S9112,CUST1005,PROD161,D151,PM4,STORE12,LOC34,Returned,2,4.64
S9113,CUST1709,PROD123,D221,PM5,STORE29,LOC25,Pending,1,27.9
S9114,CUST1132,PROD184,D49,PM2,STORE5,LOC19,Cancelled,2,1.9
S9115,CUST1520,PROD163,D53,PM3,STORE11,LOC47,Cancelled,4,4.76
S9116,CUST1929,PROD150,D116,PM5,STORE17,LOC9,Pending,3,2.51
S9117,CUST1823,PROD160,D318,PM3,STORE7,LOC27,Returned,3,25.43
S9118,CUST1567,PROD110,D213,PM4,STORE17,LOC50,Pending,4,25.42
S9119,CUST1097,PROD115,D152,PM5,STORE3,LOC47,Cancelled,1,15.87
S9120,CUST1229,PROD154,D259,PM4,STORE27,LOC2,Returned,2,1.1
S9121,CUST1233,PROD171,D276,PM1,STORE6,LOC6,Completed,3,3.77
S9122,CUST1009,PROD155,D207,PM3,STORE26,LOC25,Cancelled,3,19.65
S9123,CUST1411,PROD105,D364,PM4,STORE17,LOC23,Pending,4,17.41
S9124,CUST1293,PROD191,D31,PM1,STORE8,LOC21,Returned,2,18.97
S9125,CUST1944,PROD128,D76,PM1,STORE13,LOC12,Returned,1,12.3
S9126,CUST1248,PROD186,D91,PM3,STORE27,LOC44,Cancelled,1,21.42
S9127,CUST1466,PROD195,D98,PM5,STORE12,LOC5,Cancelled,3,23.03
S9128,CUST1638,PROD197,D112,PM4,STORE14,LOC24,Completed,2,16.08
S9129,CUST1895,PROD186,D200,PM2,STORE19,LOC49,Cancelled,3,27.5
S9130,CUST1323,PROD133,D6,PM1,STORE7,LOC12,Returned,2,3.14
S9131,CUST1764,PROD181,D7,PM2,STORE30,LOC28,Returned,4,24.77
S9132,CUST1220,PROD198,D24,PM4,STORE12,LOC17,Pending,2,18.65
S9133,CUST1979,PROD171,D2,PM4,STORE21,LOC47,Cancelled,1,27.6
S9134,CUST1527,PROD180,D349,PM2,STORE21,LOC47,Pending,4,11.75
S9135,CUST1850,PROD136,D27,PM2,STORE8,LOC19,Completed,2,19.0
S9136,CUST1944,PROD160,D258,PM4,STORE4,LOC4,Returned,4,16.23
S9137,CUST1980,PROD181,D344,PM4,STORE14,LOC17,Returned,3,22.31
S9138,CUST1110,PROD104,D136,PM5,STORE3,LOC18,Cancelled,2,15.96
S9139,CUST1118,PROD183,D28,PM2,STORE9,LOC43,Completed,4,10.62
S9140,CUST1966,PROD101,D362,PM1,STORE22,LOC13,Cancelled,4,19.8
S9141,CUST1403,PROD130,D264,PM5,STORE17,LOC32,Returned,3,11.11
S9142,CUST1443,PROD168,D149,PM2,STORE27,LOC40,Cancelled,4,19.86
S9143,CUST1887,PROD131,D267,PM5,STORE25,LOC24,Pending,1,14.23
S9144,CUST1476,PROD115,D259,PM5,STORE23,LOC26,Pending,3,6.6
S9145,CUST1664,PROD131,D227,PM3,STORE7,LOC28,Returned,2,5.16
S9146,CUST1037,PROD189,D268,PM2,STORE19,LOC27,Cancelled,2,3.83
S9147,CUST1612,PROD198,D81,PM4,STORE11,LOC39,Pending,3,20.8
S9148,CUST1673,PROD140,D197,PM2,STORE15,LOC47,Cancelled,3,29.41
S9149,CUST1898,PROD155,D168,PM2,STORE13,LOC30,Returned,4,29.03
S9150,CUST1981,PROD106,D176,PM2,STORE28,LOC33,Cancelled,1,27.38
S9151,CUST1419,PROD108,D152,PM4,STORE1,LOC1,Returned,4,1.77
S9152,CUST1973,PROD128,D222,PM2,STORE1,LOC4,Returned,2,16.88
S9153,CUST1560,PROD108,D332,PM3,STORE12,LOC26,Cancelled,4,2.83
S9154,CUST1732,PROD143,D220,PM4,STORE28,LOC25,Pending,3,8.19
S9155,CUST1268,PROD116,D221,PM1,STORE17,LOC29,Cancelled,4,1.48
S9156,CUST1807,PROD170,D135,PM3,STORE24,LOC46,Pending,2,21.82
S9157,CUST1577,PROD191,D55,PM2,STORE30,LOC33,Returned,4,5.05
S9158,CUST1110,PROD197,D353,PM3,STORE4,LOC49,Pending,3,13.96
S9159,CUST1651,PROD141,D241,PM5,STORE20,LOC1,Cancelled,3,29.19
S9160,CUST1132,PROD131,D319,PM4,STORE11,LOC36,Pending,2,14.95
S9161,CUST1556,PROD172,D329,PM1,STORE23,LOC12,Pending,1,15.37
S9162,CUST1462,PROD150,D301,PM1,STORE4,LOC45,Cancelled,1,23.09
S9163,CUST1440,PROD104,D340,PM2,STORE30,LOC36,Pending,4,10.56
S9164,CUST1621,PROD153,D197,PM1,STORE12,LOC11,Returned,3,29.36
S9165,CUST1959,PROD142,D106,PM3,STORE8,LOC9,Returned,3,9.23
S9166,CUST1793,PROD108,D122,PM1,STORE1,LOC32,Pending,1,2.35
S9167,CUST1013,PROD191,D112,PM3,STORE9,LOC40,Cancelled,3,14.56
S9168,CUST1906,PROD140,D336,PM5,STORE28,LOC8,Completed,1,16.63
S9169,CUST1054,PROD113,D74,PM1,STORE25,LOC44,Cancelled,4,29.62
S9170,CUST1152,PROD134,D155,PM3,STORE28,LOC10,Returned,1,27.5
S9171,CUST1178,PROD169,D360,PM5,STORE19,LOC7,Completed,3,13.2
S9172,CUST1934,PROD117,D295,PM4,STORE9,LOC34,Pending,4,11.91
S9173,CUST1567,PROD129,D49,PM2,STORE27,LOC17,Returned,4,2.51
S9174,CUST1116,PROD116,D192,PM4,STORE10,LOC18,Returned,2,19.45
S9175,CUST1269,PROD100,D251,PM2,STORE26,LOC2,Pending,2,18.44
S9176,CUST1391,PROD145,D246,PM1,STORE3,LOC30,Pending,2,28.74
S9177,CUST1064,PROD189,D358,PM5,STORE4,LOC17,Cancelled,3,23.84
S9178,CUST1193,PROD146,D308,PM4,STORE8,LOC4,Cancelled,2,6.74
S9179,CUST1215,PROD125,D337,PM2,STORE14,LOC36,Pending,1,9.33
S9180,CUST1176,PROD110,D88,PM5,STORE30,LOC18,Cancelled,3,9.09
S9181,CUST1734,PROD154,D34,PM3,STORE9,LOC16,Returned,2,3.96
S9182,CUST1847,PROD190,D24,PM5,STORE3,LOC50,Cancelled,1,9.12
S9183,CUST1346,PROD113,D1,PM5,STORE17,LOC5,Returned,1,19.16
S9184,CUST1618,PROD164,D129,PM3,STORE7,LOC16,Pending,4,13.98
S9185,CUST1188,PROD195,D122,PM2,STORE22,LOC14,Completed,4,18.16
S9186,CUST1976,PROD175,D264,PM1,STORE3,LOC10,Returned,4,12.71
S9187,CUST1236,PROD138,D270,PM3,STORE2,LOC30,Completed,1,13.04
S9188,CUST1738,PROD134,D130,PM5,STORE18,LOC41,Returned,2,1.19
S9189,CUST1286,PROD129,D329,PM3,STORE10,LOC42,Pending,3,26.19
S9190,CUST1669,PROD112,D64,PM1,STORE29,LOC35,Cancelled,3,26.33
S9191,CUST1607,PROD195,D63,PM3,STORE14,LOC21,Returned,4,6.98
S9192,CUST1302,PROD178,D51,PM3,STORE20,LOC22,Pending,3,27.95
S9193,CUST1764,PROD128,D139,PM1,STORE9,LOC47,Completed,2,19.36
S9194,CUST1141,PROD133,D147,PM5,STORE21,LOC3,Returned,4,14.8
S9195,CUST1898,PROD193,D156,PM4,STORE3,LOC14,Completed,1,10.74
S9196,CUST1052,PROD102,D302,PM2,STORE5,LOC24,Cancelled,4,12.59
S9197,CUST1875,PROD153,D328,PM4,STORE24,LOC43,Pending,2,6.88
S9198,CUST1791,PROD189,D79,PM3,STORE23,LOC36,Completed,4,10.22
S9199,CUST1298,PROD193,D352,PM4,STORE30,LOC7,Completed,2,20.17
S9200,CUST1450,PROD188,D36,PM5,STORE14,LOC23,Returned,1,23.3
S9201,CUST1514,PROD167,D32,PM1,STORE11,LOC50,Pending,3,18.85
S9202,CUST1710,PROD190,D275,PM1,STORE11,LOC2,Returned,3,8.31
S9203,CUST1009,PROD169,D86,PM4,STORE26,LOC1,Completed,1,6.91
S9204,CUST1667,PROD181,D266,PM4,STORE20,LOC48,Completed,1,19.27
S9205,CUST1875,PROD127,D113,PM5,STORE29,LOC33,Pending,4,12.83
S9206,CUST1506,PROD110,D365,PM1,STORE25,LOC23,Completed,2,17.67
S9207,CUST1392,PROD115,D264,PM1,STORE14,LOC6,Returned,2,11.35
S9208,CUST1864,PROD135,D15,PM5,STORE20,LOC20,Pending,1,16.51
S9209,CUST1833,PROD130,D307,PM3,STORE15,LOC44,Returned,3,5.73
S9210,CUST1025,PROD186,D251,PM4,STORE14,LOC30,Pending,1,18.52
S9211,CUST1910,PROD179,D2,PM2,STORE25,LOC34,Returned,1,20.0
S9212,CUST1294,PROD142,D74,PM2,STORE26,LOC31,Completed,4,18.6
S9213,CUST1881,PROD148,D251,PM3,STORE2,LOC43,Returned,4,1.31
S9214,CUST1065,PROD192,D175,PM2,STORE20,LOC1,Pending,1,15.15
S9215,CUST1488,PROD109,D111,PM5,STORE26,LOC30,Completed,1,22.56
S9216,CUST1335,PROD105,D40,PM3,STORE25,LOC6,Completed,4,20.74
S9217,CUST1035,PROD138,D297,PM1,STORE21,LOC3,Cancelled,2,1.65
S9218,CUST1556,PROD185,D48,PM5,STORE7,LOC44,Returned,1,27.2
S9219,CUST1731,PROD153,D164,PM3,STORE15,LOC44,Returned,4,22.83
S9220,CUST1228,PROD166,D39,PM1,STORE16,LOC45,Completed,3,25.35
S9221,CUST1084,PROD146,D361,PM3,STORE5,LOC45,Pending,1,9.92
S9222,CUST1658,PROD197,D336,PM2,STORE16,LOC21,Returned,1,12.77
S9223,CUST1071,PROD179,D293,PM5,STORE5,LOC44,Cancelled,4,5.4
S9224,CUST1113,PROD186,D127,PM4,STORE28,LOC43,Pending,3,17.0
S9225,CUST1524,PROD120,D136,PM1,STORE25,LOC8,Completed,1,17.65
S9226,CUST1724,PROD196,D23,PM2,STORE13,LOC22,Pending,1,18.27
S9227,CUST1051,PROD195,D131,PM2,STORE30,LOC2,Completed,3,7.95
S9228,CUST1021,PROD113,D277,PM5,STORE4,LOC45,Cancelled,1,25.95
S9229,CUST1798,PROD130,D175,PM2,STORE6,LOC43,Returned,2,15.56
S9230,CUST1151,PROD152,D8,PM2,STORE27,LOC5,Pending,1,18.28
S9231,CUST1343,PROD133,D237,PM3,STORE25,LOC36,Cancelled,1,10.94
S9232,CUST1101,PROD119,D352,PM3,STORE24,LOC45,Returned,4,14.09
S9233,CUST1624,PROD155,D281,PM1,STORE12,LOC9,Returned,3,10.31
S9234,CUST1774,PROD131,D330,PM1,STORE20,LOC46,Pending,2,27.61
S9235,CUST1030,PROD120,D150,PM2,STORE27,LOC49,Cancelled,3,23.82
S9236,CUST1519,PROD106,D210,PM5,STORE4,LOC37,Cancelled,3,27.01
S9237,CUST1612,PROD122,D51,PM1,STORE13,LOC30,Pending,2,13.23
S9238,CUST1150,PROD159,D125,PM3,STORE25,LOC44,Pending,1,18.04
S9239,CUST1907,PROD138,D335,PM4,STORE17,LOC46,Returned,3,0.79
S9240,CUST1523,PROD105,D268,PM5,STORE23,LOC21,Cancelled,2,19.4
S9241,CUST1495,PROD127,D228,PM2,STORE7,LOC38,Cancelled,4,13.5
S9242,CUST1733,PROD192,D314,PM5,STORE9,LOC49,Returned,1,22.61
S9243,CUST1109,PROD163,D243,PM2,STORE3,LOC10,Pending,1,13.72
S9244,CUST1948,PROD131,D56,PM3,STORE12,LOC41,Pending,4,18.92
S9245,CUST1552,PROD170,D199,PM1,STORE11,LOC38,Completed,4,2.01
S9246,CUST1682,PROD188,D176,PM2,STORE15,LOC50,Returned,4,28.48
S9247,CUST1122,PROD180,D229,PM2,STORE14,LOC4,Pending,1,0.72
S9248,CUST1959,PROD181,D114,PM3,STORE5,LOC21,Cancelled,2,4.67
S9249,CUST1022,PROD182,D117,PM3,STORE11,LOC49,Completed,4,29.31
S9250,CUST1849,PROD137,D1,PM1,STORE17,LOC34,Pending,3,22.19
S9251,CUST1882,PROD175,D221,PM2,STORE15,LOC15,Returned,3,9.92
S9252,CUST1199,PROD163,D11,PM2,STORE5,LOC13,Cancelled,3,22.93
S9253,CUST1574,PROD169,D6,PM5,STORE22,LOC36,Completed,1,11.28
S9254,CUST1238,PROD151,D81,PM4,STORE10,LOC10,Completed,3,14.12
S9255,CUST1443,PROD136,D240,PM2,STORE5,LOC9,Pending,3,9.37
S9256,CUST1596,PROD128,D168,PM3,STORE5,LOC24,Returned,4,5.99
S9257,CUST1247,PROD100,D128,PM5,STORE15,LOC1,Returned,4,18.13
S9258,CUST1807,PROD197,D186,PM1,STORE2,LOC5,Cancelled,1,6.68
S9259,CUST1893,PROD159,D75,PM3,STORE7,LOC11,Returned,1,17.33
S9260,CUST1629,PROD102,D313,PM4,STORE6,LOC6,Completed,3,7.9
S9261,CUST1654,PROD161,D311,PM4,STORE15,LOC6,Returned,4,15.77
S9262,CUST1608,PROD110,D103,PM1,STORE30,LOC12,Returned,4,3.64
S9263,CUST1605,PROD110,D318,PM1,STORE16,LOC16,Completed,3,29.09
S9264,CUST1980,PROD189,D134,PM2,STORE9,LOC1,Returned,3,7.78
S9265,CUST1108,PROD156,D177,PM1,STORE13,LOC47,Pending,2,21.93
S9266,CUST1697,PROD105,D1,PM5,STORE30,LOC19,Pending,4,16.08
S9267,CUST1481,PROD155,D140,PM1,STORE2,LOC48,Cancelled,3,28.6
S9268,CUST1858,PROD144,D55,PM2,STORE4,LOC33,Pending,2,29.75
S9269,CUST1402,PROD120,D49,PM1,STORE4,LOC44,Completed,4,7.51
S9270,CUST1987,PROD145,D230,PM1,STORE16,LOC35,Completed,4,23.75
S9271,CUST1231,PROD126,D79,PM4,STORE30,LOC36,Completed,3,17.43
S9272,CUST1883,PROD169,D202,PM1,STORE12,LOC40,Returned,4,27.62
S9273,CUST1291,PROD194,D63,PM3,STORE21,LOC10,Completed,3,0.03
S9274,CUST1430,PROD109,D16,PM3,STORE20,LOC6,Pending,1,22.8
S9275,CUST1455,PROD137,D151,PM5,STORE2,LOC44,Cancelled,1,11.67
S9276,CUST1942,PROD189,D235,PM1,STORE2,LOC27,Completed,2,13.28
S9277,CUST1623,PROD171,D5,PM1,STORE25,LOC28,Completed,2,16.02
S9278,CUST1674,PROD190,D259,PM3,STORE11,LOC37,Returned,4,21.45
S9279,CUST1450,PROD157,D347,PM4,STORE2,LOC38,Pending,2,13.92
S9280,CUST1045,PROD151,D138,PM1,STORE19,LOC27,Cancelled,1,4.7
S9281,CUST1940,PROD114,D252,PM3,STORE12,LOC49,Completed,3,4.07
S9282,CUST1976,PROD182,D137,PM5,STORE19,LOC33,Completed,2,12.17
S9283,CUST1567,PROD123,D131,PM5,STORE9,LOC10,Pending,1,6.7
S9284,CUST1556,PROD124,D101,PM1,STORE13,LOC27,Pending,4,10.9
S9285,CUST1341,PROD133,D323,PM3,STORE28,LOC34,Pending,4,10.14
S9286,CUST1154,PROD149,D69,PM2,STORE28,LOC49,Cancelled,1,2.15
S9287,CUST1525,PROD103,D57,PM5,STORE2,LOC12,Cancelled,4,24.6
S9288,CUST1427,PROD104,D184,PM3,STORE23,LOC42,Pending,4,25.69
S9289,CUST1417,PROD188,D232,PM5,STORE11,LOC36,Returned,4,3.18
S9290,CUST1357,PROD129,D287,PM1,STORE17,LOC9,Returned,1,17.48
S9291,CUST1880,PROD173,D257,PM2,STORE9,LOC33,Returned,3,2.98
S9292,CUST1376,PROD115,D313,PM4,STORE10,LOC43,Pending,2,23.71
S9293,CUST1185,PROD168,D294,PM5,STORE17,LOC49,Cancelled,3,4.87
S9294,CUST1967,PROD184,D250,PM4,STORE30,LOC21,Completed,1,8.35
S9295,CUST1994,PROD164,D162,PM2,STORE20,LOC35,Cancelled,4,19.96
S9296,CUST1632,PROD112,D330,PM5,STORE13,LOC20,Completed,1,0.87
S9297,CUST1678,PROD191,D137,PM5,STORE14,LOC29,Cancelled,2,6.8
S9298,CUST1131,PROD199,D327,PM5,STORE24,LOC17,Completed,1,2.47
S9299,CUST1225,PROD109,D154,PM1,STORE8,LOC47,Completed,1,13.39
S9300,CUST1440,PROD196,D202,PM3,STORE4,LOC40,Completed,1,8.22
S9301,CUST1428,PROD178,D238,PM2,STORE30,LOC37,Returned,3,15.35
S9302,CUST1109,PROD132,D268,PM1,STORE25,LOC11,Returned,3,17.47
S9303,CUST1245,PROD195,D194,PM5,STORE9,LOC32,Pending,2,12.72
S9304,CUST1307,PROD161,D36,PM2,STORE18,LOC6,Completed,4,22.36
S9305,CUST1558,PROD178,D115,PM3,STORE30,LOC15,Completed,3,11.71
S9306,CUST1049,PROD173,D3,PM3,STORE8,LOC35,Cancelled,4,14.43
S9307,CUST1776,PROD180,D287,PM1,STORE22,LOC44,Completed,4,1.57
S9308,CUST1385,PROD128,D299,PM1,STORE7,LOC7,Completed,1,13.43
S9309,CUST1221,PROD191,D30,PM3,STORE2,LOC29,Returned,2,4.75
S9310,CUST1412,PROD198,D169,PM3,STORE2,LOC12,Completed,3,28.54
S9311,CUST1514,PROD176,D215,PM4,STORE8,LOC50,Cancelled,1,10.95
S9312,CUST1963,PROD175,D66,PM2,STORE7,LOC24,Completed,2,0.79
S9313,CUST1812,PROD171,D43,PM1,STORE21,LOC50,Completed,3,17.95
S9314,CUST1459,PROD174,D251,PM2,STORE2,LOC3,Completed,4,10.33
S9315,CUST1639,PROD101,D246,PM5,STORE10,LOC29,Cancelled,2,26.4
S9316,CUST1488,PROD124,D3,PM1,STORE3,LOC13,Pending,4,24.48
S9317,CUST1150,PROD160,D1,PM3,STORE6,LOC31,Completed,2,27.58
S9318,CUST1152,PROD162,D257,PM3,STORE25,LOC30,Pending,1,17.97
S9319,CUST1444,PROD180,D27,PM2,STORE3,LOC42,Returned,2,25.36
S9320,CUST1999,PROD179,D137,PM2,STORE27,LOC37,Returned,1,25.54
S9321,CUST1816,PROD139,D127,PM4,STORE3,LOC37,Completed,4,4.58
S9322,CUST1719,PROD154,D17,PM5,STORE11,LOC6,Returned,2,0.08
S9323,CUST1254,PROD144,D91,PM3,STORE20,LOC43,Completed,1,3.27
S9324,CUST1989,PROD130,D311,PM3,STORE18,LOC28,Completed,3,10.63
S9325,CUST1437,PROD199,D176,PM5,STORE13,LOC26,Completed,4,18.27
S9326,CUST1734,PROD144,D350,PM2,STORE16,LOC48,Pending,2,21.55
S9327,CUST1686,PROD121,D232,PM2,STORE16,LOC11,Cancelled,1,13.6
S9328,CUST1274,PROD127,D168,PM5,STORE15,LOC47,Pending,4,16.38
