PREMISE_ID,LOCATION_ID,CONSTRUCTION_ID,DEVELOPER_ID,COMPETITOR_ID,PROJECT_STATUS_ID,COMPLIANCE_ID,EXISTING_STORE_ID,RENT,RENT_ESCALATION,CAPEX,TARGETED_CUSTOMERS,MANAGEMENT_FEES,TAXES,LEASE_TERM,DECISION_OUTCOME,PREDICTED_ANNUAL_SALES,PREDICTED_DAILY_ORDERS,AVERAGE_TICKET_SIZE,EARLY_TERMINATION_TERMS,PREDICTED_GROSS_PROFITS,PREDICTED_SGA_EXPENSES
524,19,20,12,12,2,4,6,27876.94,0.04,2134974.02,39421,4224.91,6760.3,9,Rejected,2673724.45,1056,197.49,None,1024566.22,85579.07
525,27,8,2,5,4,4,10,30560.83,0.04,1696811.74,40165,4308.66,6030.07,5,Rejected,449944.21,2457,189.87,None,89906.7,413632.75
526,10,7,17,2,4,3,23,11964.35,0.01,2563627.24,73839,1284.79,6183.19,2,Rejected,4605657.23,1978,64.12,None,1871767.42,446840.47
527,13,18,18,1,3,2,23,15446.89,0.07,2189830.85,45678,9280.3,9608.14,3,Rejected,480245.97,1014,67.03,6 months notice,1592696.49,313977.01
528,23,8,23,10,1,2,6,15134.95,0.04,3570351.7,13118,5980.31,10842.47,1,Pending,3138052.59,2293,93.82,1 year penalty,1347936.99,122564.58
529,45,12,28,14,2,4,2,15420.07,0.05,4095646.98,38384,9608.45,6779.79,9,Approved,3130081.04,3766,50.23,None,523956.3,494055.82
530,47,9,25,2,5,2,15,42000.93,0.05,2777213.37,93063,8736.39,14776.84,1,Pending,3323788.53,592,175.35,6 months notice,1902667.55,239314.47
531,40,12,20,1,2,4,3,20905.4,0.06,3788124.39,31609,7510.24,14080.55,2,Rejected,4030198.84,3390,83.58,1 year penalty,1667323.47,429245.13
532,19,18,2,14,1,2,9,25802.74,0.09,3721958.84,25142,9124.41,6632.18,3,Rejected,3754754.52,2827,119.06,1 year penalty,336481.44,268608.1
533,5,3,8,8,4,3,18,39594.43,0.05,2182628.89,71377,3229.74,11564.84,9,Rejected,649988.8,2351,65.67,1 year penalty,1100641.4,141119.58
534,41,17,12,12,3,3,18,44733.23,0.07,509128.56,90047,6300.24,8926.41,6,Approved,3564971.96,2939,152.59,None,1780062.46,396627.59
535,42,15,16,10,4,3,23,45223.24,0.03,3000918.17,59392,5387.63,11039.24,1,Pending,220736.54,556,116.48,6 months notice,154318.3,397242.32
536,45,17,28,6,1,5,19,7208.18,0.07,3048954.36,34563,3094.08,5562.61,8,Pending,4229142.59,3005,35.18,1 year penalty,1789176.85,386408.28
537,19,11,2,1,3,4,24,24425.42,0.01,381882.82,54760,9316.76,11606.25,7,Pending,1830359.69,1921,47.63,None,571522.69,477236.88
538,2,8,5,14,2,5,1,30864.47,0.09,2631552.84,55560,9576.01,4399.59,2,Approved,3806768.91,3328,38.67,1 year penalty,1763012.75,139814.76
539,12,2,1,12,2,3,10,43285.78,0.05,207930.97,31703,9132.86,2655.74,3,Rejected,2122950.68,3416,93.01,None,80951.38,16167.49
540,7,8,20,4,1,5,19,40286.44,0.02,1317617.73,26196,8691.35,1053.71,3,Approved,124920.98,1225,94.23,6 months notice,293720.83,484586.92
541,47,15,11,14,5,1,21,21281.75,0.05,836140.51,18095,3319.97,2192.53,4,Rejected,2772935.47,2525,166.37,1 year penalty,84113.61,110244.13
542,4,7,18,6,3,4,18,8337.09,0.1,3304200.05,52998,6591.42,10943.23,9,Pending,2022749.19,711,195.45,None,439421.58,410480.68
543,9,2,27,8,3,5,11,29862.35,0.1,703869.44,12003,4873.16,10546.05,6,Pending,1854699.77,3312,67.86,1 year penalty,803650.5,43361.84
544,8,8,20,3,2,3,9,10598.66,0.02,3173874.26,22623,1487.35,7059.77,9,Pending,1997465.79,1424,190.49,None,1183657.39,438849.17
545,33,7,7,11,2,1,2,32429.63,0.09,1767226.23,94496,5361.61,7082.75,6,Pending,3689264.96,2923,37.52,1 year penalty,614819.45,497189.62
546,48,15,15,1,5,2,18,8966.96,0.01,4076395.94,87811,7429.04,9818.5,9,Rejected,1949067.92,3517,197.24,1 year penalty,1682087.2,231410.01
547,15,9,20,10,1,4,23,10700.72,0.02,2929502.01,21340,3515.12,10750.91,7,Approved,4019893.4,60,114.2,None,649177.3,411523.29
548,25,9,8,13,1,2,2,19970.09,0.04,4057821.86,66378,4006.07,7594.13,1,Approved,850074.68,1255,88.23,1 year penalty,878716.72,91776.36
549,43,20,20,10,1,5,8,25643.14,0.07,4481969.55,9805,4794.3,10914.77,7,Pending,752997.82,4070,86.18,1 year penalty,1373937.24,464835.35
550,32,12,17,9,3,3,17,39467.98,0.02,382481.38,74736,4682.65,1167.81,4,Pending,346244.03,2933,135.53,None,772298.78,284566.09
551,10,19,2,8,5,5,11,8298.53,0.03,4823907.97,63347,9605.02,13473.95,8,Rejected,2166262.19,2462,73.39,6 months notice,1496830.1,494649.46
552,23,2,10,8,3,4,6,44679.89,0.08,666777.0,52549,8638.64,1608.1,5,Pending,3368242.48,1952,145.24,None,752394.09,273518.71
553,43,7,14,1,2,5,1,5911.21,0.09,2914020.37,42818,4333.16,7140.22,3,Approved,4376691.46,3956,168.64,6 months notice,695006.33,270551.19
554,6,16,4,3,4,5,11,27138.66,0.04,2620284.34,86393,8082.53,2538.45,2,Rejected,4945526.37,2913,181.4,6 months notice,1075251.56,265269.71
555,2,19,19,8,2,4,19,18825.63,0.08,3227814.85,78653,3128.74,1504.34,8,Rejected,4075844.14,3242,38.97,1 year penalty,1039906.99,357638.05
556,10,13,10,14,2,2,18,43856.74,0.07,2606565.23,76995,9874.92,13371.83,4,Approved,4341167.99,776,181.56,None,86314.63,49851.52
557,18,7,14,4,5,2,22,32900.74,0.09,285814.32,82973,7519.62,12246.77,2,Pending,3948944.77,819,104.32,6 months notice,1690942.25,444059.22
558,42,5,30,4,2,5,25,40549.92,0.07,961521.76,56591,5676.32,9638.36,1,Approved,3890124.92,4181,71.24,None,1773333.93,189208.89
559,23,7,13,5,4,2,25,43607.04,0.09,4516869.69,34079,1403.64,5778.32,5,Approved,671331.19,2533,184.67,None,1800538.91,80950.69
560,10,8,7,6,2,5,18,5768.57,0.02,4064471.8,20421,2843.47,8457.14,2,Rejected,2202271.53,2738,79.63,6 months notice,1279643.53,191623.17
561,15,5,21,8,5,1,12,38839.33,0.03,2987568.13,17169,1398.92,13463.11,5,Rejected,1757962.02,4899,39.33,None,1979150.0,38247.57
562,13,17,3,11,2,5,2,20340.38,0.07,1457174.5,71425,6776.01,4001.72,3,Rejected,2709673.89,4471,130.88,6 months notice,1792399.54,285524.18
563,45,4,22,4,2,3,11,13004.57,0.04,2813330.16,2255,8624.28,12119.89,6,Rejected,2764201.7,4241,189.85,1 year penalty,786375.98,330024.81
564,24,8,28,14,3,2,7,11758.28,0.04,2419025.71,61448,6762.16,3907.29,9,Pending,4167680.82,4697,63.36,1 year penalty,1110596.07,448640.3
565,38,3,15,4,1,5,16,18434.58,0.06,4538491.73,30993,9483.84,12803.2,7,Pending,679830.81,4182,106.58,None,1305512.62,279538.7
566,14,15,19,9,2,5,20,25663.7,0.04,631821.94,59981,2310.44,13639.02,3,Pending,3969638.94,3359,26.9,1 year penalty,1279207.2,358736.65
567,29,17,13,2,1,3,5,39277.91,0.02,393737.38,97980,8848.92,8589.16,1,Approved,4518168.73,270,51.8,None,1621084.29,201836.45
568,28,5,9,3,3,2,9,23461.64,0.06,546426.04,45794,6702.8,12821.37,4,Pending,1019498.75,4449,67.38,None,1427719.38,241772.25
569,18,18,30,7,2,2,5,15923.0,0.05,3950818.89,71633,9116.16,11254.88,8,Pending,4297978.16,2874,31.76,1 year penalty,854089.05,197561.91
570,38,20,16,4,4,2,16,16523.29,0.03,2239098.8,54235,9378.04,14755.79,2,Pending,1399965.55,3791,69.87,6 months notice,1604795.44,165118.33
571,29,19,17,13,2,2,22,6034.82,0.05,3326254.74,15735,2237.45,3401.84,7,Approved,1012042.81,3096,101.38,None,1445240.36,187400.18
572,39,7,11,8,3,2,16,29776.48,0.04,479990.97,50861,2265.42,7407.91,1,Rejected,1229437.25,4128,197.58,None,1805877.49,303990.27
573,20,8,5,7,3,2,25,34077.44,0.02,877133.6,88865,7618.99,4332.08,6,Pending,754107.54,3897,168.37,1 year penalty,1222054.67,292479.09
574,14,6,4,12,2,1,17,22244.92,0.05,3019428.74,82276,8219.31,10040.07,8,Rejected,3998321.0,4997,62.19,None,1932956.15,153194.64
575,14,17,8,3,5,2,13,41267.85,0.02,3861724.35,49150,2178.04,7819.57,2,Approved,3594061.17,3305,150.55,6 months notice,1787017.41,178672.35
576,48,2,22,1,4,2,2,42818.83,0.01,2181079.99,54297,8261.7,8332.67,9,Rejected,666530.74,1863,72.35,6 months notice,959868.77,236820.18
577,48,13,22,3,3,2,7,22882.93,0.02,1862878.65,42032,6634.0,5249.36,7,Rejected,308186.63,1715,70.79,None,1804271.18,63255.69
578,33,2,14,9,4,1,23,25455.91,0.05,1692156.61,53797,1487.91,10801.1,7,Approved,3974818.91,946,54.94,1 year penalty,167616.55,229935.8
579,5,3,25,5,5,5,17,49437.44,0.03,4297804.39,95739,9580.07,7991.59,3,Approved,4455852.41,3798,189.23,None,276566.2,458796.43
580,14,7,21,14,1,4,2,6492.15,0.02,3266024.64,23219,9980.1,1687.37,9,Pending,846956.25,3873,24.29,None,544665.22,243447.68
581,49,14,21,12,3,3,18,34400.03,0.03,1344743.27,15417,6333.81,13688.35,4,Pending,2882230.7,3465,126.39,None,288379.82,444039.19
582,44,12,12,10,4,3,18,8516.23,0.08,4729063.3,10981,1780.93,3943.73,5,Pending,2848105.96,903,84.62,1 year penalty,1496500.9,272892.3
583,25,19,14,6,5,5,10,34102.91,0.01,390559.94,7223,1240.66,12041.01,2,Pending,2902638.93,4930,53.83,None,810303.35,36444.2
584,49,13,15,5,5,2,18,8166.67,0.03,2494004.8,26105,8579.35,13127.99,4,Pending,356202.92,1267,157.03,6 months notice,1124180.92,267532.13
585,17,9,3,4,4,4,19,17283.98,0.05,1380707.96,33947,7523.66,6275.17,7,Pending,149995.63,387,71.38,1 year penalty,876536.7,261327.68
586,5,17,30,13,3,2,22,30722.33,0.05,3611244.16,41134,6770.12,13835.68,7,Pending,2270290.85,1777,173.43,1 year penalty,1175120.6,59554.62
587,23,3,28,14,3,5,10,13667.58,0.1,4293772.93,51324,6122.49,12379.21,1,Approved,162593.69,2482,29.08,6 months notice,765245.45,308754.56
588,16,19,19,13,1,1,8,48758.9,0.04,1463011.01,59376,1291.2,11700.79,1,Rejected,3667688.97,544,80.64,1 year penalty,1427955.25,76408.75
589,10,5,17,6,3,1,15,23103.68,0.08,971554.22,22237,3414.31,11919.31,9,Rejected,427162.24,1837,193.36,None,1416084.49,372622.48
590,42,8,20,6,2,3,25,30586.08,0.05,2200813.23,85105,1640.35,7140.89,9,Pending,775469.49,1102,148.4,6 months notice,1965528.38,194740.17
591,29,5,10,3,5,1,5,29480.1,0.09,4069301.83,96281,6892.21,6360.27,6,Pending,3745851.92,418,60.72,6 months notice,644341.92,139675.83
592,10,4,21,13,2,3,19,12200.39,0.01,2803587.76,1589,7947.33,7281.13,9,Approved,4431574.11,1331,105.09,1 year penalty,1735545.25,341776.54
593,41,19,9,14,4,4,5,38054.62,0.09,495048.1,50749,1459.17,11027.48,3,Rejected,1088751.66,362,53.49,6 months notice,531999.63,350947.56
594,6,1,17,14,1,2,5,12927.38,0.03,4286496.96,75494,9695.93,4417.99,1,Pending,4363387.06,4164,111.72,1 year penalty,1340509.24,24184.62
595,25,9,29,7,2,1,21,25748.18,0.04,906554.92,40455,9691.44,8183.25,9,Pending,745195.72,4952,110.2,1 year penalty,227390.4,195649.51
596,14,5,29,10,3,2,3,28454.24,0.1,1887024.77,12688,4632.77,7531.22,5,Approved,3926546.93,2832,63.88,1 year penalty,1212518.81,108161.91
597,41,19,10,13,1,4,21,10294.4,0.03,3515212.96,60079,1638.78,7496.29,5,Approved,860988.14,3239,96.36,1 year penalty,1993217.17,245268.4
598,47,19,23,11,2,1,16,37724.96,0.03,672321.76,37500,8594.92,9586.06,7,Rejected,546291.3,244,145.48,1 year penalty,1564773.56,360637.7
599,35,4,3,10,1,1,8,48076.93,0.07,1155598.93,95386,9679.05,14905.97,3,Rejected,3063130.55,3224,159.28,1 year penalty,1055544.14,260597.22
600,30,18,2,5,3,5,16,15666.32,0.02,4203143.45,69987,8707.67,14294.07,3,Pending,2373266.89,2737,163.44,6 months notice,820928.64,28594.14
601,30,20,18,2,2,2,19,5041.74,0.09,3890281.63,75494,1161.91,13691.18,6,Rejected,2590649.36,263,130.65,1 year penalty,276164.09,378197.99
602,6,3,22,15,5,2,21,22057.11,0.07,3579257.87,84243,7699.41,3053.74,7,Rejected,3562609.46,1564,98.95,6 months notice,622832.8,49895.93
603,33,20,1,13,5,3,14,37999.19,0.09,2792539.42,40415,5343.88,9245.19,1,Rejected,2484106.68,3702,114.88,6 months notice,959974.45,164607.82
604,47,3,22,4,1,3,18,35881.23,0.02,3494806.47,12190,4243.85,8320.18,6,Approved,4168207.91,1361,121.84,1 year penalty,448527.4,323799.61
605,38,1,5,13,5,1,2,6781.5,0.03,472317.47,72627,3751.16,13230.61,1,Rejected,2609475.82,3945,75.59,1 year penalty,1848593.95,328152.39
606,27,17,15,4,2,1,4,5957.8,0.06,2310280.13,52947,8534.37,10823.55,9,Rejected,454416.17,343,174.34,6 months notice,1838448.3,209554.24
607,35,8,15,3,5,5,12,20208.98,0.05,673055.68,53717,2948.04,13150.83,9,Pending,249339.85,143,58.27,1 year penalty,1175336.69,376165.44
608,17,18,17,15,3,4,23,18720.24,0.02,870709.61,26244,4315.22,3140.75,5,Rejected,2886310.79,470,172.63,1 year penalty,1395150.75,437019.94
609,48,20,29,4,3,2,18,23097.42,0.04,4069549.6,60616,2980.39,12280.04,2,Rejected,2243237.57,4490,105.99,None,489178.39,360564.96
610,7,6,18,3,5,5,24,42114.25,0.09,1626177.26,92623,6307.8,13966.18,8,Rejected,1117197.64,4453,174.17,6 months notice,1684562.86,475168.68
611,4,12,18,7,3,3,4,28006.81,0.06,874777.55,65152,9866.39,8450.02,2,Approved,620739.23,4870,37.07,None,809156.11,37201.39
612,36,13,26,7,1,5,20,44893.88,0.1,1738830.32,52644,6970.76,10773.14,9,Pending,2254907.73,4510,53.37,None,1318986.78,171425.13
613,30,16,28,1,1,5,8,33213.14,0.06,3195075.62,85470,1968.84,13207.08,2,Approved,1884389.33,4046,142.52,None,392902.86,449919.9
614,13,11,9,15,5,1,12,9006.32,0.02,4754839.71,20739,1741.48,6142.66,1,Pending,1160750.76,2943,152.39,6 months notice,1899954.51,321498.59
615,21,11,13,12,1,5,8,27444.69,0.03,2871290.93,85823,7780.96,6011.81,4,Rejected,2131113.03,818,49.88,None,1266627.46,491651.67
616,48,20,7,11,2,5,5,6065.45,0.02,1214277.76,36848,2339.8,11042.24,2,Pending,4732913.13,4526,64.98,None,755048.16,227873.14
617,50,10,5,12,3,3,23,23677.52,0.08,723079.37,3591,9101.91,10757.1,1,Pending,3274981.42,586,85.99,6 months notice,1386106.93,47387.16
618,42,13,30,15,4,5,24,23901.88,0.06,1774071.43,68514,4475.85,6639.36,4,Approved,227178.9,3186,134.49,1 year penalty,266557.29,303448.12
619,13,4,3,5,5,4,1,39251.56,0.1,872022.95,72985,1139.03,4015.38,1,Rejected,3961144.37,3072,190.63,6 months notice,1374245.19,451217.58
620,36,10,9,4,1,1,16,27877.64,0.03,920608.92,12262,5361.37,7120.59,9,Approved,1104945.4,2098,72.84,6 months notice,794470.59,157401.02
621,20,5,18,3,2,3,6,41100.17,0.07,134581.51,13902,5083.63,4691.13,9,Approved,1998113.91,3356,151.92,6 months notice,255358.15,26079.76
622,30,16,27,14,5,3,6,25338.06,0.08,4322062.85,60452,7299.74,8951.56,2,Pending,4715100.72,3918,39.33,6 months notice,1001259.08,265143.33
623,7,11,29,2,3,4,8,26231.02,0.07,955558.88,52251,2663.24,7714.58,4,Rejected,1036196.19,3775,140.71,1 year penalty,66317.86,281552.71
624,32,1,16,9,3,1,6,48781.09,0.04,3392237.28,6975,6979.71,6316.43,6,Approved,4444461.23,4768,185.97,1 year penalty,1603354.3,332440.22
625,49,16,2,10,4,1,11,33261.05,0.02,1232395.39,87541,6018.25,14319.89,7,Rejected,1502838.1,1096,85.77,None,206826.83,193282.41
626,46,5,26,3,1,1,12,15528.83,0.07,895126.48,20045,9372.89,6168.39,4,Approved,3134947.04,2860,79.03,1 year penalty,55553.99,107959.86
627,26,15,10,10,3,3,10,6025.64,0.04,4144400.92,50664,8480.17,6693.26,2,Rejected,770457.01,2391,191.63,1 year penalty,66853.16,22208.18
628,40,14,23,9,4,3,2,28980.07,0.05,1331567.66,84796,1885.32,12535.3,1,Rejected,4020492.53,1702,187.69,1 year penalty,1632784.43,225437.07
629,32,14,4,15,2,3,15,18129.76,0.03,4770272.66,67953,5760.7,11289.93,7,Rejected,484382.12,153,163.58,1 year penalty,1056529.92,284490.22
630,24,13,24,8,2,2,7,39197.84,0.02,337152.95,62484,9946.62,13957.65,3,Pending,3749052.46,1420,102.19,None,216171.28,284383.12
631,36,9,16,14,3,3,4,28529.68,0.05,3490529.62,57797,8565.46,8199.71,4,Pending,243162.55,3146,60.71,None,313885.01,395232.41
632,26,8,15,8,5,5,17,29917.11,0.09,1127584.22,83706,1771.2,14471.1,9,Approved,4269290.61,2331,163.99,6 months notice,567638.72,90395.12
633,3,5,6,12,3,4,5,27974.12,0.03,2155420.75,56137,1462.65,1585.31,3,Pending,4966232.71,3581,23.36,None,1277927.59,388198.8
634,46,18,18,12,1,5,13,47354.55,0.06,2807264.33,86854,8562.56,3970.1,6,Approved,2743936.91,4168,47.53,6 months notice,1618713.78,148137.42
635,6,18,21,1,3,2,7,26061.35,0.02,2880170.65,13656,4724.8,2166.12,1,Approved,4290312.21,1109,99.1,None,1446726.54,381458.81
636,20,19,2,13,3,2,24,13708.54,0.05,2742659.78,83521,5151.27,2827.43,1,Pending,2074696.87,2915,101.32,1 year penalty,1488983.67,45481.76
637,31,6,18,8,3,2,1,39529.74,0.09,1539185.2,15873,4622.34,14242.53,7,Rejected,4107104.13,323,95.35,1 year penalty,1799172.69,98477.82
638,8,2,1,10,1,1,5,46349.54,0.09,4105213.4,85603,7269.56,10297.72,9,Rejected,4283624.85,104,84.59,1 year penalty,397621.38,61370.98
639,23,18,6,10,4,5,5,47684.83,0.09,4295362.92,48929,4795.32,2470.49,1,Rejected,109019.49,880,147.56,6 months notice,1553277.59,471910.94
640,10,8,27,1,1,4,4,35146.01,0.09,1147079.48,77660,2972.78,8451.27,8,Approved,3778611.35,4005,160.37,6 months notice,433177.01,463923.31
641,39,6,18,2,2,2,3,11797.34,0.09,3149178.15,41623,9241.83,14388.43,4,Pending,648922.54,2714,57.64,None,584844.45,200469.93
642,40,11,20,10,5,3,20,5789.89,0.08,4436452.06,34601,6814.62,9366.84,6,Pending,1846102.07,2029,130.13,None,965827.76,301528.64
643,23,16,25,14,5,5,5,32704.42,0.07,3040456.17,73477,7217.44,9012.27,3,Rejected,2744018.61,854,65.61,6 months notice,792990.82,297109.23
644,28,14,11,15,1,3,12,49133.02,0.08,681252.85,59568,3843.54,6545.22,2,Approved,2793979.94,4589,27.47,None,742965.96,336118.62
645,31,12,23,5,2,4,12,16535.87,0.05,486108.29,56236,8005.42,10942.19,8,Pending,1685545.78,2610,137.35,None,483970.47,349837.42
646,7,16,7,10,5,1,19,22059.81,0.07,3471010.07,82843,9939.99,11674.34,1,Approved,2194610.38,4103,134.73,None,993376.52,268500.82
647,3,1,5,6,3,2,9,8499.94,0.05,2284197.86,57906,9387.06,1286.74,7,Rejected,3017619.68,251,110.64,1 year penalty,234271.21,282781.15
648,23,2,27,2,5,3,11,27416.12,0.07,4157882.51,40005,8322.43,8532.38,8,Pending,4606231.25,1225,192.96,6 months notice,595573.83,383476.81
649,39,10,27,1,3,2,19,29923.88,0.09,4963519.06,59129,6640.59,14901.61,5,Rejected,1499516.78,4081,105.0,6 months notice,1658895.16,149009.35
650,7,3,25,6,5,1,15,34182.67,0.02,2243604.78,11530,9613.99,7160.65,5,Approved,1813085.79,4853,119.22,6 months notice,1920260.61,145365.38
651,31,1,8,8,3,2,6,12156.85,0.05,4445048.47,14313,5588.45,2111.9,8,Approved,440233.33,201,151.71,6 months notice,1664602.37,307373.35
652,9,3,5,2,2,5,7,40712.06,0.05,2892366.75,56678,1061.48,14705.53,9,Pending,359943.55,1825,55.34,None,806314.85,171755.3
653,17,4,1,15,5,4,6,39106.33,0.01,4141729.97,42399,9591.02,6991.21,2,Rejected,2086316.36,2407,146.59,1 year penalty,1611154.33,464460.53
654,21,15,1,2,1,4,10,37878.72,0.05,677193.16,69617,4447.72,4551.48,8,Approved,1361491.84,2944,99.54,6 months notice,1045085.87,130090.52
655,18,16,4,8,3,5,7,47405.72,0.06,4411053.4,15901,5857.44,5138.62,5,Approved,143137.36,2936,142.47,None,670721.99,147990.49
656,47,4,8,8,3,1,10,38491.63,0.05,3047241.15,83200,9902.62,4948.17,5,Pending,299033.4,1490,91.91,6 months notice,1290749.72,62909.37
657,44,20,2,2,2,4,8,32635.14,0.06,2190501.75,42870,5883.14,11994.4,5,Pending,4030435.96,2702,141.29,1 year penalty,449490.47,342192.42
658,39,18,25,8,3,4,13,5913.62,0.07,4632096.94,48763,1890.83,2846.02,5,Approved,3491487.85,1056,77.69,6 months notice,1498641.88,56524.98
659,35,13,16,15,1,1,16,17786.23,0.07,2479911.31,49886,9279.65,3917.01,3,Rejected,2683933.38,3553,51.21,1 year penalty,1776340.64,90220.64
660,30,10,3,4,2,3,21,22457.24,0.07,3284795.02,12145,9111.46,10780.13,4,Rejected,4258430.15,1372,94.72,6 months notice,549830.46,135601.68
661,3,7,21,3,4,3,10,22026.24,0.07,1350159.66,65983,5100.21,12968.58,5,Pending,198146.21,3595,106.4,None,1544632.0,82337.55
662,38,3,2,9,4,5,2,37226.47,0.07,4569838.18,61882,9363.85,3883.67,5,Pending,4577660.35,978,130.54,6 months notice,873181.65,402832.83
663,19,1,17,9,3,2,6,27551.52,0.06,1175378.93,98528,7427.35,13866.35,3,Pending,4662570.08,527,167.48,1 year penalty,999037.45,420435.53
664,1,7,4,8,2,3,21,17524.52,0.03,1585907.54,62696,9099.86,4700.57,2,Approved,959400.37,2708,31.46,1 year penalty,1507281.01,163299.34
665,26,9,2,8,1,4,3,19857.26,0.04,4258404.39,92170,6040.72,8923.64,3,Pending,1284931.76,1555,160.87,None,1800025.52,340004.37
666,45,8,26,13,2,2,9,35245.02,0.05,1947902.81,45353,9045.65,7007.02,8,Rejected,2186650.91,1794,119.66,None,594091.31,335784.49
667,28,12,29,4,4,3,24,46368.82,0.03,719258.1,88139,2097.58,12689.62,7,Pending,2421680.25,3773,185.64,1 year penalty,873328.88,424040.67
668,25,11,30,15,1,1,22,29659.65,0.06,3275397.68,11275,4820.77,12366.1,5,Rejected,3254116.11,2417,61.81,None,740874.15,284328.5
669,11,12,30,13,1,2,9,46195.09,0.09,528084.89,52956,9136.6,13891.8,8,Rejected,761935.3,1116,120.48,1 year penalty,687297.18,344623.32
670,6,5,8,10,3,4,9,17822.99,0.06,4367620.51,82181,7971.75,7437.36,3,Pending,2005427.63,4747,155.07,1 year penalty,824228.53,353379.7
671,25,4,29,3,4,4,16,32504.05,0.05,4916255.85,33483,3119.69,8143.47,9,Rejected,500141.29,525,87.11,1 year penalty,1219839.53,448291.73
672,50,12,13,4,2,3,15,11370.24,0.07,491210.62,81630,3914.0,4983.83,2,Approved,2159701.99,2840,106.64,1 year penalty,917522.64,109874.27
673,23,16,21,10,3,4,4,37326.31,0.04,3324936.62,15483,5370.86,12416.84,4,Pending,1729249.01,1387,49.58,1 year penalty,1231488.54,399319.65
674,1,5,22,13,5,2,20,6410.53,0.09,2279981.97,3921,7331.58,10550.24,7,Approved,1490424.09,1504,44.44,1 year penalty,902971.48,47248.29
675,22,11,1,9,2,3,6,39638.91,0.02,4179725.39,23461,7609.85,10803.49,2,Pending,2964892.58,4458,28.29,1 year penalty,828036.08,466152.0
676,9,19,19,9,1,2,22,18665.03,0.02,4151204.99,77246,8972.43,2161.27,6,Approved,838203.95,1717,145.5,None,1128006.68,384320.44
677,35,17,27,14,1,4,7,34949.36,0.08,1407570.9,74145,4071.97,12827.8,1,Approved,2462641.1,660,75.54,6 months notice,1525583.17,401797.87
678,19,1,7,11,5,5,9,6534.19,0.04,2633338.76,7858,2682.67,12648.17,8,Pending,1850992.21,1448,197.82,1 year penalty,562748.97,207227.91
679,32,16,23,15,2,3,18,33793.98,0.09,4437483.27,91658,2827.53,10354.14,5,Approved,454950.94,2032,146.29,None,339521.33,418166.67
680,8,1,9,9,4,2,25,21135.85,0.09,3211662.7,74222,2627.12,1616.84,5,Approved,2224762.14,3636,127.5,1 year penalty,1752400.97,194838.21
681,46,12,7,11,2,2,17,22620.63,0.06,4563927.31,79675,6003.91,12520.07,1,Approved,4914141.06,275,22.64,None,1336283.33,473905.39
682,35,19,6,9,5,2,22,5931.7,0.06,1591757.26,5818,4092.38,11666.06,1,Approved,2810906.08,3507,151.78,None,690083.31,109371.77
683,38,9,11,8,1,2,25,6084.76,0.06,2899888.43,19583,2887.44,2385.76,2,Pending,2948407.06,3518,97.08,None,1612344.36,76409.3
684,41,6,21,9,2,1,13,28112.76,0.01,1225595.71,79122,3383.67,8478.14,9,Approved,454276.86,3459,56.58,1 year penalty,1157878.84,149678.59
685,36,13,15,14,5,2,3,41693.36,0.09,3616905.73,99262,8332.85,1345.78,3,Rejected,1617058.16,1614,48.13,None,698249.94,251495.2
686,3,17,19,1,1,3,9,6830.19,0.03,4477183.24,88644,6743.9,11330.11,4,Pending,2957996.49,406,43.63,6 months notice,1416269.72,402299.67
687,39,19,6,14,5,4,14,16170.41,0.08,3495871.91,23320,5761.52,11479.82,2,Approved,2151631.5,2373,185.91,None,846216.31,209568.77
688,29,14,1,2,2,2,6,7405.25,0.09,370135.14,15936,8355.0,1499.51,2,Approved,1269740.71,3304,144.92,6 months notice,751272.66,113637.19
689,46,6,8,1,3,1,6,28407.53,0.03,2013560.73,43396,8206.29,13466.83,5,Pending,408134.64,1623,44.5,6 months notice,1339050.44,207029.02
690,31,5,27,12,2,5,24,6872.94,0.02,3220227.97,33341,7669.94,12190.26,2,Pending,2168153.85,4022,30.29,6 months notice,709941.15,249193.0
691,9,7,19,13,3,2,23,9664.75,0.04,3259110.34,10731,2700.97,14955.63,5,Rejected,4167248.28,1681,41.03,None,1067771.24,208974.36
692,50,17,20,3,1,4,18,48248.5,0.01,3700046.24,68181,8882.35,1970.93,6,Pending,4025845.21,4485,52.35,1 year penalty,990755.1,283072.29
693,27,18,11,9,3,3,19,25754.7,0.06,1729700.47,24809,1555.93,13136.03,5,Approved,3111673.2,3987,99.92,1 year penalty,1032928.83,238695.84
694,6,5,2,8,2,5,19,39611.08,0.02,2335159.76,16044,8083.4,13707.34,5,Rejected,2095984.49,992,191.54,None,1463777.16,130940.18
695,32,16,26,3,5,5,2,47214.8,0.09,2527683.78,23374,2092.77,7855.35,4,Rejected,3639958.77,4201,160.24,None,1278125.42,350600.33
696,38,1,19,11,2,1,8,40516.9,0.05,685474.8,12815,7383.22,5308.22,2,Approved,3442214.55,4156,87.73,6 months notice,1114497.24,185104.35
697,43,18,9,4,4,1,8,6646.53,0.07,4866765.42,84224,4397.86,6021.17,1,Pending,1396774.07,2350,157.33,None,479100.79,469375.37
698,22,5,29,4,1,2,18,46507.28,0.05,772230.73,87060,9235.46,7899.72,2,Approved,2920523.19,4096,27.21,1 year penalty,1014578.87,70863.48
